idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,contribuinte_adjudicante,contribuinte_adjudicatarios,city,cpv_prefix,agg_cpv
14490017,Aquisição de bens móveis,,34100000-8 - Veículos a motor,"EMAC - Empresa Municipal de Ambiente de Cascais, E. M., S. A.","Hidromaster - Conservação de Superfícies, Lda.","506822044-Hidro Master - Conservação de Superficies, Lda. | 505051931-Nors VT Trucks and Buses, S.A.. | 513818383-OLIMEC, UNIPESSOAL, LDA. | 507444906-Resitul - Equipamentos, Serviços e Tecnologias Ambientais, Lda | 515373575-Graump - Maquinaria Industrial Unipessoal, Lda.",1419000.0,402855.0,0.0,2026-03-25,2026-04-09,2026-04-10,,5,507396081,506822044,Cascais,34,Equipamento de transporte
14490368,Aquisição de serviços,,63510000-7 - Serviços de agências de viagens e serviços similares,Universidade Nova de Lisboa,Atlântida Viagens e Turismo S.A,"514862645-DOT Viagens e Turismo, Lda. | 980099323-VIAGENS EL CORTE INGLÊS, S.A. | 510930492-Avia-te ? Travel &amp; Events, Unipessoal Lda | 501313915-TQ Travel Quality - Viagens e Turismo, S.A. | 502607971-ATLÂNTIDA - VIAGENS E TURISMO S.A. | 518196852-Motionmiles - Viagens e Turismo Unipessoal, Lda | 518898318-Verão Vaporizado, Lda. | 511016239-Euromar Travel Agency- Nóbrega &amp; Silva, S.A. | 503057703-Passe Partout - Viagens e Turismo Lda | 505259397-Osíris, Viagens e Turismo, Lda. | 503542016-Clube Viajar - Viagens e Turismo, Lda. | 509668453-TOP PARTNER - VIAGENS &amp; SOLUÇÕES EMPRESARIAIS, S.A. | 510144160-Alive Portugal - Agência de Viagens, S. A. | 506019608-SMILE - VIAGENS E TURISMO, UNIPESSOAL LDA | 500886113-Raso – Viagens e Turismo, S.A.",199000.0,199000.0,0.0,2026-03-23,2026-04-07,2026-04-10,,15,501559094,502607971,Lisboa,63,Serviços auxiliares de transporte
14483632,Aquisição de bens móveis,,33141110-4 - Pensos,"Unidade Local de Saúde de Santa Maria, EPE","ESSITY PORTUGAL, LDA.",,263007.87,24570.24,0.0,2026-03-19,2026-04-07,2026-04-09,,0,508481287,503237612,Lisboa,33,Equipamento médico e farmacêutico
14451990,Aquisição de serviços,,72200000-7 - Serviços de consultoria e de programação de software,Instituto Gestão Financeira Equipamentos da Justiça I.P.,Unicorn,,194960.0,180000.0,0.0,2026-03-26,2026-04-01,2026-04-07,,0,510361242,504757296,Lisboa,72,TI e consultoria
14452766,Aquisição de bens móveis,,15980000-1 - Bebidas não alcoólicas,"Parques de Sintra - Monte da Lua, SA",Eurest Portugal Lda,,75000.0,75000.0,0.0,2026-03-19,2026-04-01,2026-04-07,,0,505174839,500347506,Sintra,15,"Alimentação, bebidas e tabaco"
14494719,Aquisição de bens móveis,,33696500-0 - Reagentes de laboratório,"Unidade Local de Saúde de Santa Maria, E. P. E.","Biognóstica - Dist. de Prod. e Equip. Técnic., Lda",,81701.87,7163.52,0.0,2026-04-10,2026-04-10,2026-04-10,,0,508481287,504441256,Lisboa,33,Equipamento médico e farmacêutico
14454417,Aquisição de serviços,,90910000-9 - Serviços de limpeza,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E. M., S. A.","Sá Limpa - Facility Services, Lda","516510657-Lucena &amp; Lucena, Lda | 517640112-TMLJ - FACILITY SERVICES, UNIPESSOAL LDA | 517019140-SLU - SOCIEDADE DE LIMPEZA URBANO, UNIPESSOAL LDA | 504458086-Sá Limpa - Facility Services, Lda | 508756472-P-Q.B. - Produtos Químicos e Biológicos, Unipessoal Lda | 504613529-Aveiclean, Limpeza e Conservação, Lda. | 502611057-Interlimpe - Facility services, SA | 513789995-Clece S.A. | 502771496-Operandus, Limpeza Profissional | 510468152-KSB — FLORESTAL UNIPESSOAL, LDA. | 502117281-Iberlim",3242283.6,153467.37,0.0,2025-12-18,2026-03-31,2026-04-07,,11,503311332,504458086,Lisboa,90,Ambiente e resíduos
14454653,Aquisição de serviços,,90910000-9 - Serviços de limpeza,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E. M., S. A.","Sá Limpa - Facility Services, Lda","516510657-Lucena &amp; Lucena, Lda | 517640112-TMLJ - FACILITY SERVICES, UNIPESSOAL LDA | 517019140-SLU - SOCIEDADE DE LIMPEZA URBANO, UNIPESSOAL LDA | 504458086-Sá Limpa - Facility Services, Lda | 508756472-P-Q.B. - Produtos Químicos e Biológicos, Unipessoal Lda | 504613529-Aveiclean, Limpeza e Conservação, Lda. | 502611057-Interlimpe - Facility services, SA | 513789995-Clece S.A. | 502771496-Operandus, Limpeza Profissional | 510468152-KSB — FLORESTAL UNIPESSOAL, LDA. | 502117281-Iberlim",3242283.6,89285.11,0.0,2026-02-13,2026-03-31,2026-04-07,,11,503311332,504458086,Lisboa,90,Ambiente e resíduos
14454956,Aquisição de serviços,,90910000-9 - Serviços de limpeza,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E. M., S. A.",KSB - Florestal Unipessoal Lda.,"516510657-Lucena &amp; Lucena, Lda | 517640112-TMLJ - FACILITY SERVICES, UNIPESSOAL LDA | 517019140-SLU - SOCIEDADE DE LIMPEZA URBANO, UNIPESSOAL LDA | 504458086-Sá Limpa - Facility Services, Lda | 508756472-P-Q.B. - Produtos Químicos e Biológicos, Unipessoal Lda | 504613529-Aveiclean, Limpeza e Conservação, Lda. | 502611057-Interlimpe - Facility services, SA | 513789995-Clece S.A. | 502771496-Operandus, Limpeza Profissional | 510468152-KSB — FLORESTAL UNIPESSOAL, LDA. | 502117281-Iberlim",3242283.6,117410.96,0.0,2025-12-18,2026-03-31,2026-04-07,,11,503311332,510468152,Lisboa,90,Ambiente e resíduos
14484518,Empreitadas de obras públicas,,45453000-7 - Obras de revisão e recuperação,Município da Amadora,"FRANCISCO DUARTE PREGO &amp; FILHOS, LDA",,213046.87,49657.26,0.0,2026-02-04,2026-04-08,2026-04-09,,0,505456010,501562044,Amadora,45,Construção
14495688,Aquisição de bens móveis,,39830000-9 - Produtos de limpeza,Município de Sintra,"Maquilotus-Comércio de Produtos de Limpeza, Lda",,196028.0,75000.0,0.0,2026-02-27,2026-04-07,2026-04-10,,0,500051062,507945662,Sintra,39,Mobiliário e limpeza
14459752,Aquisição de bens móveis,,39224200-0 - Escovas,"Unidade Local de Saúde de Santa Maria, EPE","Olympus Iberia S.A.U, Sucursal em Portugal",,27115.0,14612.5,0.0,2026-03-30,2026-04-07,2026-04-07,,0,508481287,980474710,Lisboa,39,Mobiliário e limpeza
14495796,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, EPE",WERFEN LDA,,21221.29,697.6,0.0,2026-04-08,2026-04-10,2026-04-10,,0,508481287,501086110,Lisboa,33,Equipamento médico e farmacêutico
14461605,Aquisição de serviços,,79132000-8 - Serviços de certificação,Município de Cascais,"GATECI - Gabinete Técnico de Certificação e Inspeção, Lda.","502054883-Bureau Veritas Rinave - Sociedade Unipessoal Lda. | 500140022-INSTITUTO SOLDADURA E QUALIDADE | 501314415-Instituto Electrotécnico Português | 510605702-GATECI - Gabinete Técnico de Certificação e Inspeção, Lda.",406504.07,406504.07,0.0,2026-03-06,2026-04-01,2026-04-07,,4,505187531,510605702,Cascais,79,Serviços empresariais
14496125,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, EPE","CSP Saúde, Centro de Serviços Partilhados, S.A.",,110428.99,80.0,0.0,2026-04-09,2026-04-10,2026-04-10,,0,508481287,508440246,Lisboa,33,Equipamento médico e farmacêutico
14463094,Aquisição de serviços,,72910000-2 - Serviços informáticos de segurança,"TML - Transportes Metropolitanos de Lisboa, EMT, SA","MEO - Serviços de Comunicações e Multimédia, S.A.","500074372-AXIANSEU DIGITAL SOLUTIONS, S.A. | 507510577-LCG ANT, Lda | 504615947-MEO-Serviços de Comunicações e Multimédia, S.A. | 513775110-CyberSafe | 506210855-Reload - Consultoria Informática Unipessoal, Lda | 503412031-CLARANET PORTUGAL, S.A.",215900.0,215900.0,0.0,2026-03-11,2026-04-06,2026-04-07,,6,516150359,504615947,Lisboa,72,TI e consultoria
14463285,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Santa Maria, E. P. E.","MEDTRONIC PORTUGAL, LDA.",,80000.0,80000.0,0.0,2026-03-30,2026-04-07,2026-04-07,,0,508481287,504223933,Lisboa,33,Equipamento médico e farmacêutico
14463486,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Unidade Local de Saúde de Santa Maria, EPE",QUILABAN QUIMICA LAB ANALITICA,,165300.0,86640.0,0.0,2026-04-01,2026-04-07,2026-04-07,,0,508481287,500399670,Lisboa,33,Equipamento médico e farmacêutico
14463682,Aquisição de serviços,,"79000000-4 - Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança",Faculdade de Arquitetura,PricewterhouseCoopers Legal - SOCIEDADE DE ADVOGADOS SP RL,"514641380-PRICEWATERHOUSECOOPERS LEGAL - Sociedade de Advogados, SP, RL.",140280.0,4416.0,0.0,2026-03-20,2026-03-30,2026-04-07,,1,502784083,514641380,Lisboa,79,Serviços empresariais
14486798,Aquisição de serviços,,71500000-3 - Serviços relacionados com a construção,Associação de Turismo de Lisboa - Visitors and Convention Bureau,"Pórtico-Arquitetura e Engenharia, Ldª",,45402.01,27060.0,0.0,2026-04-01,2026-04-07,2026-04-09,,0,501880160,502460458,Lisboa,71,Arquitetura e engenharia
14496734,Aquisição de bens móveis,,30192000-1 - Material de escritório,Inspeção-Geral das Atividades em Saúde,OHM Técnica,"504059521-OHM Técnica | 509410405-Lucro Exponencial, Unipessoal, Lda | 501544682-Papelprint, Lda | 508831989-OLMAR - Artigos de Papelaria, Lda.",135547.74,110.86,0.0,2026-02-18,2026-03-17,2026-04-11,,4,600018857,504059521,Lisboa,30,Equipamento de escritório e informática
14464294,Locação de bens móveis,,34100000-8 - Veículos a motor,Instituto Politécnico de Lisboa,"KINTO PORTUGAL, S.A.","501287191-Rentlei - Automóveis e Turismo, S. A. | 502584866-Kinto Portugal, S.A. | 503188620-Leasys Mobility Portugal, S.A. | 502167610-LEASEPLAN PORTUGAL, LDA | 502443880-LOCARENT - COMPANHIA PORTUGUESA DE ALUGUER DE VIATURAS, S.A.",2463681.6,24059.52,0.0,2026-02-25,2026-03-29,2026-04-07,,5,508519713,502584866,Lisboa,34,Equipamento de transporte
14487667,Aquisição de serviços,,90511000-2 - Serviços de recolha de resíduos,Município de Vila Franca de Xira,"Suma, Serviços Urbanos e Meio Ambiente, S.A.",,296000.0,296000.0,0.0,2026-03-30,2026-04-09,2026-04-10,,0,506614913,503210560,Vila Franca de Xira,90,Ambiente e resíduos
14497995,Aquisição de serviços,,85100000-0 - Serviços de saúde,"Unidade Local de Saúde de Santa Maria, EPE","Américo Quintino e Filhos, Produtos Ortopédicos LDA.",,34785.0,442.0,0.0,2026-03-30,2026-04-13,2026-04-13,,0,508481287,508988390,Lisboa,85,Saúde e ação social
14488432,Aquisição de bens móveis,,"34990000-3 - Equipamento de controlo, segurança, sinalização e iluminação",Fundação Centro Cultural de Belém,Harker Solutions SA,510126413-Harker Solutions SA,290000.0,287766.0,0.0,2026-03-17,2026-03-24,2026-04-10,,1,502857145,510126413,Lisboa,34,Equipamento de transporte
14488744,Aquisição de serviços,,72210000-0 - Serviços de programação de pacotes de software,Autoridade Nacional de Emergência e Proteção Civil,"NTT Data Portugal, S.A",,100000.0,56900.0,0.0,2026-03-25,2026-04-09,2026-04-10,,0,600082490,506204650,Oeiras,72,TI e consultoria
14499255,Aquisição de serviços,,90510000-5 - Tratamento e eliminação de resíduos,Serviços Municipalizados de Águas e Saneamento de Mafra - SMAS de Mafra,"VEOLIA GESTÃO DE RESÍDUOS PORTUGAL, UNIPESSOAL LDA.","505845539-RODOLIXO, LDA. | 503565393-VEOLIA GESTÃO DE RESÍDUOS PORTUGAL, UNIPESSOAL LDA. | 507717562-Eco Impact, S.A. | 503548928-Jofilipes - Escavações e Transportes, Lda. | 502877472-ECOAMBIENTE - Serviços e Meio Ambiente S.A. | 503307483-PreZero Portugal, S.A.",90450.0,43423.19,0.0,2026-03-13,2026-04-07,2026-04-13,,6,600087247,503565393,Mafra,90,Ambiente e resíduos
14499992,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, EPE","SOCIME II PROD. MEDICOS, LDA.",,624150.0,22200.0,0.0,2026-02-10,2026-03-30,2026-04-13,,0,508080142,504453939,Lisboa,33,Equipamento médico e farmacêutico
14491225,Aquisição de bens móveis,,48000000-8 - Pacotes de software e sistemas de informação,Centro de Planeamento e de Avaliação de Políticas Públicas,"Reload - Consultoria Informática Unipessoal, Lda","506210855-RELOAD - Consultoria Informática, Unipessoal, Lda. | 509985211-Shield Domain, SA",111000.0,104964.74,0.0,2026-02-23,2026-03-30,2026-04-10,,2,600087557,506210855,,48,Software e sistemas de informação
14500255,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","SPACEINSP DISPOSITIVOS MÉDICOS, LDA",,238700.0,211032.5,0.0,2026-04-01,2026-04-09,2026-04-13,,0,507618319,514126329,Lisboa,33,Equipamento médico e farmacêutico
14500887,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","BSC PORTUGAL, LDA.",,405984.0,35000.0,0.0,2026-03-25,2026-04-10,2026-04-13,,0,507618319,504988964,Lisboa,33,Equipamento médico e farmacêutico
14492987,Aquisição de serviços,,50333000-8 - Serviços de manutenção de equipamento para comunicação via rádio,Ministério da Defesa Nacional - Marinha,"Sistemas Marítimos de Electrónica  e de Telecomunicações, Lda","504652885-Nautiradar - Sistemas Marítimos de Electrónica e de Telecomunicações, Lda.",33000.0,31850.0,0.0,2026-03-27,2026-04-07,2026-04-10,,1,600012662,504652885,Oeiras,50,Reparação e manutenção
14493200,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Instituto Português de Oncologia de Lisboa FG, E.P.E.",INOVEMED – PRODUTOS FARMACEUTICOS,,73205.66,8892.2,0.0,2026-02-26,2026-03-26,2026-04-10,,0,506361616,513038876,Lisboa,33,Equipamento médico e farmacêutico
14493316,Aquisição de bens móveis,,33600000-6 - Produtos farmacêuticos,"Instituto Português de Oncologia de Lisboa FG, E.P.E.","XPHARMA, Lda.",,73205.66,339.7,0.0,2026-02-26,2026-03-26,2026-04-10,,0,506361616,516248138,Lisboa,33,Equipamento médico e farmacêutico
14495334,Aquisição de bens móveis,,39830000-9 - Produtos de limpeza,Município de Sintra,"Higimax - Soluções de Higiene e Limpeza, Unipessoal Lda.",,196028.0,76428.0,0.0,2026-02-27,2026-04-06,2026-04-10,,0,500051062,510115381,Sintra,39,Mobiliário e limpeza
14474582,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","Cordis Portugal, Unipessoal, Lda.",,262000.0,71500.0,0.0,2026-03-25,2026-03-30,2026-04-08,,0,507618319,513620834,Lisboa,33,Equipamento médico e farmacêutico
14474773,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","- - WORLD MEDICA, S.L.",,262000.0,60500.0,0.0,2026-03-25,2026-04-07,2026-04-08,,0,507618319,,Lisboa,33,Equipamento médico e farmacêutico
14475175,Aquisição de bens móveis,,39500000-7 - Artigos têxteis,Santa Casa da Misericórdia de Lisboa,TRAÇADOS &amp; SILHUETAS UNIPESSOAL LDA,517112280-TRAÇADOS &amp; SILHUETAS UNIPESSOAL LDA | 515705942-PHENOMENON VANILLA - LDA,23370.0,23370.0,0.0,2026-03-13,2026-04-01,2026-04-08,,2,500745471,517112280,Lisboa,39,Mobiliário e limpeza
14476071,Aquisição de bens móveis,,33141119-7 - Compressas,"Unidade Local de Saúde de Santa Maria, EPE","Albino Dias de Andrade, S.A.",,440737.36,195510.16,0.0,2026-03-05,2026-04-07,2026-04-08,,0,508481287,500013810,Lisboa,33,Equipamento médico e farmacêutico
14497150,Aquisição de bens móveis,,33141119-7 - Compressas,"Unidade Local de Saúde de Santa Maria, EPE","TEXPOL - TÊXTIL PLANAS OLIV. PORT. UNIP., LDA.",,440737.36,65748.92,0.0,2026-03-05,2026-04-10,2026-04-13,,0,508481287,509211216,Lisboa,33,Equipamento médico e farmacêutico
14480361,Aquisição de serviços,,72910000-2 - Serviços informáticos de segurança,"Unidade Local de Saúde de São José, EPE","Logicalis Portugal, SA","505267772-Logicalis Portugal, SA",479354.29,478983.7,0.0,2026-03-19,2026-04-06,2026-04-08,,1,508080142,505267772,Lisboa,72,TI e consultoria
14498769,Aquisição de serviços,,55100000-1 - Serviços de hotelaria,Município de Sintra,CONJUNTO TURISTICO ARRIBAS SA,,65552.44,32776.22,0.0,2026-04-10,2026-04-10,2026-04-13,,0,500051062,501632018,Sintra,55,Hotelaria e restauração
14499533,Empreitadas de obras públicas,,45323000-7 - Obras de isolamento acústico,"Instituto para os Comportamentos Aditivos e as Dependências, I. P.","SUNEVER - ENGENHARIA, LDA",,200000.0,148844.62,0.0,2025-11-24,2026-03-09,2026-04-13,,0,517839539,509754503,Lisboa,45,Construção
14482833,Empreitadas de obras públicas,,45453000-7 - Obras de revisão e recuperação,Município de Oeiras,"JOAQUIM DIAS ANTUNES, UNIPESSOAL LDA",,1465453.86,1196430.0,0.0,2026-03-04,2026-03-25,2026-04-08,,0,500745943,515228567,Oeiras,45,Construção
14500067,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, EPE","Medtronic Portugal, Lda.",,624150.0,8250.0,0.0,2026-02-10,2026-03-04,2026-04-13,,0,508080142,504223933,Lisboa,33,Equipamento médico e farmacêutico
14509072,Aquisição de serviços,,64200000-8 - Serviços de telecomunicações,Freguesia de Santa Maria Maior (Lisboa),"1 - MEO - SERVIÇOS DE COMUNICAÇÕES E MULTIMÉDIA, S.A.","504615947-MEO - Serviços de Comunicações e Multimédia, S.A.",78650.0,52649.76,0.0,2026-04-02,2026-04-10,2026-04-14,,1,510857043,504615947,Lisboa,64,Telecomunicações postais
14483665,Aquisição de bens móveis,,33141110-4 - Pensos,"Unidade Local de Saúde de Santa Maria, EPE","Bela Bioempresas, Lda",,263007.87,10350.0,0.0,2026-03-19,2026-04-07,2026-04-09,,0,508481287,517554542,Lisboa,33,Equipamento médico e farmacêutico
14484059,Empreitadas de obras públicas,,45112000-5 - Escavação e movimento de terras,Município de Oeiras,Expoente Mérito Construções Lda.,,74433.0,73218.0,0.0,2026-03-16,2026-04-06,2026-04-09,,0,500745943,510260977,Oeiras,45,Construção
14503270,Aquisição de serviços,,71247000-1 - Supervisão de trabalhos de construção,"Unidade Local de Saúde de Amadora/Sintra, EPE",Pmt - coordenação e gestão de projectos,,125000.0,50517.49,0.0,2026-04-01,2026-04-13,2026-04-13,,0,503035416,513959327,Amadora,71,Arquitetura e engenharia
14504877,Aquisição de serviços,,64200000-8 - Serviços de telecomunicações,"Unidade Local de Saúde de Loures-Odivelas, EPE","- - MEO - Serviços de Comunicações e Multimédia, S.A.",,22939.4,16040.71,0.0,2026-02-23,2026-03-25,2026-04-13,,0,516726862,,Loures,64,Telecomunicações postais
14512234,Aquisição de bens móveis,,32420000-3 - Equipamento de rede,"Administração Central do Sistema de Saúde, I. P.","BRAVANTIC, SA","503670693-Bravantic Evolving Technology, S.A",110772.49,109874.33,0.0,2025-11-21,2026-01-12,2026-04-14,,1,508188423,503670693,Lisboa,32,Telecomunicações
14506293,Aquisição de serviços,,79212000-3 - Serviços de auditoria,Banco de Portugal,"KPMG &amp; ASSOCIADOS - S.R.O.C., S.A.Ernst &amp; Young, S.A.XPAND SOLUTIONS, LDABdo &amp; Associados, Sociedade de Revisores Oficiais de Contas, S.A.Deloitte &amp; Associados, SROC S.A.Zertive S.A.","510502725-Zertive S.A. | 502161078-KPMG &amp; ASSOCIADOS - S.R.O.C., S.A. | 500912645-Ernst &amp; Young, S.A. | 503068861-Xpand Solutions - Informática e Novas Tecnologias, LDA | 501776311-Deloitte &amp; Associados, SROC S.A. | 502107251-Forvis Mazars &amp; Associados SROC SA | 501340467-BDO &amp; ASSOCIADOS, SOCIEDADE DE REVISORES OFICIAIS DE CONTAS, LDA.",0.0,0.0,0.0,2025-08-18,2026-02-06,2026-04-13,,7,500792771,502161078,Lisboa,79,Serviços empresariais
14485694,Aquisição de serviços,,66516500-5 - Serviços de seguro de responsabilidade profissional,Ordem dos Arquitectos,"Ageas Portugal, Companhia de Seguros, SA","503454109-Ageas Portugal-Companhia de Seguros , SA | 501689168-Lusitania - Companhia de Seguros, S.A. | 501469460-MDS - Corretor de Seguros, S.A.",200100.0,194480.0,0.0,2025-12-23,2026-01-21,2026-04-09,,3,500802025,503454109,Lisboa,66,Finanças e seguros
14513730,Aquisição de serviços,,72230000-6 - Serviços de desenvolvimento de software à medida,"Entidade de Serviços Partilhados da Administração Pública, IP",GIANTSTEP Lda.,"510323359-GIANTSTEP Lda. | 502605731-CGTI Portugal, S.A. | 503847674-KPMG Advisory - Consultores de Gestão, S.A.",212000.0,106000.0,0.0,2026-04-01,2026-04-14,2026-04-14,,3,510342191,510323359,Amadora,72,TI e consultoria
